-10.5,-0.866025
-9,1.73205
-7.5,4.33013
-6,6.9282
-4.5,9.52628
-3,12.1244
-1.5,14.7224
-15,-8.66025
-12,-8.66025
-9,-8.66025
-6,-8.66025
-3,-8.66025
0,-8.66025
3,-8.66025
6,-8.66025
9,-8.66025
12,-8.66025
15,-8.66025
13.5,-6.06218
12,-3.4641
10.5,-0.866025
9,1.73205
7.5,4.33013
6,6.9282
4.5,9.52628
3,12.1244
1.5,14.7224
0,19.0526
-15,-6.9282
-13.5,-4.33013
-12,-1.73205
-10.5,0.866025
-9,3.4641
-7.5,6.06218
-6,8.66025
-4.5,11.2583
-3,13.8564
-1.5,16.4545
-16.5,-9.52628
-13.5,-9.52628
-10.5,-9.52628
-7.5,-9.52628
-4.5,-9.52628
-1.5,-9.52628
1.5,-9.52628
4.5,-9.52628
7.5,-9.52628
10.5,-9.52628
13.5,-9.52628
16.5,-9.52628
15,-6.9282
13.5,-4.33013
12,-1.73205
10.5,0.866025
9,3.4641
7.5,6.06218
6,8.66025
4.5,11.2583
3,13.8564
1.5,16.4545
0,20.7846
-16.5,-7.79423
-15,-5.19615
-13.5,-2.59808
-12,-1.43592e-08
-10.5,2.59808
-9,5.19615
-7.5,7.79423
-6,10.3923
-4.5,12.9904
-3,15.5885
-1.5,18.1865
-18,-10.3923
-15,-10.3923
-12,-10.3923
-9,-10.3923
-6,-10.3923
-3,-10.3923
0,-10.3923
3,-10.3923
6,-10.3923
9,-10.3923
12,-10.3923
15,-10.3923
18,-10.3923
16.5,-7.79423
15,-5.19615
13.5,-2.59808
12,-1.43592e-08
10.5,2.59808
9,5.19615
7.5,7.79423
6,10.3923
4.5,12.9904
3,15.5885
1.5,18.1865
0,22.5167
-18,-8.66025
-16.5,-6.06218
-15,-3.4641
-13.5,-0.866025
-12,1.73205
-10.5,4.33013
-9,6.9282
-7.5,9.52628
-6,12.1244
-4.5,14.7224
-3,17.3205
-1.5,19.9186
-19.5,-11.2583
-16.5,-11.2583
-13.5,-11.2583
-10.5,-11.2583
-7.5,-11.2583
-4.5,-11.2583
-1.5,-11.2583
1.5,-11.2583
4.5,-11.2583
7.5,-11.2583
10.5,-11.2583
13.5,-11.2583
16.5,-11.2583
19.5,-11.2583
18,-8.66025
16.5,-6.06218
15,-3.4641
13.5,-0.866025
12,1.73205
10.5,4.33013
9,6.9282
7.5,9.52628
6,12.1244
4.5,14.7224
3,17.3205
1.5,19.9186
0,24.2487
-19.5,-9.52628
-18,-6.9282
-16.5,-4.33013
-15,-1.73205
-13.5,0.866025
-12,3.4641
-10.5,6.06218
-9,8.66025
-7.5,11.2583
-6,13.8564
-4.5,16.4545
-3,19.0526
-1.5,21.6506
-21,-12.1244
-18,-12.1244
-15,-12.1244
-12,-12.1244
-9,-12.1244
-6,-12.1244
-3,-12.1244
0,-12.1244
3,-12.1244
6,-12.1244
9,-12.1244
12,-12.1244
15,-12.1244
18,-12.1244
21,-12.1244
19.5,-9.52628
18,-6.9282
16.5,-4.33013
15,-1.73205
13.5,0.866025
12,3.4641
10.5,6.06218
9,8.66025
7.5,11.2583
6,13.8564
4.5,16.4545
3,19.0526
1.5,21.6506
0,25.9808
-21,-10.3923
-19.5,-7.79423
-18,-5.19615
-16.5,-2.59808
-15,-1.7949e-08
-13.5,2.59808
-12,5.19615
-10.5,7.79423
-9,10.3923
-7.5,12.9904
-6,15.5885
-4.5,18.1865
-3,20.7846
-1.5,23.3827
-22.5,-12.9904
-19.5,-12.9904
-16.5,-12.9904
-13.5,-12.9904
-10.5,-12.9904
-7.5,-12.9904
-4.5,-12.9904
-1.5,-12.9904
1.5,-12.9904
4.5,-12.9904
7.5,-12.9904
10.5,-12.9904
13.5,-12.9904
16.5,-12.9904
19.5,-12.9904
22.5,-12.9904
21,-10.3923
19.5,-7.79423
18,-5.19615
16.5,-2.59808
15,-1.7949e-08
13.5,2.59808
12,5.19615
10.5,7.79423
9,10.3923
7.5,12.9904
6,15.5885
4.5,18.1865
3,20.7846
1.5,23.3827
0,27.7128
-22.5,-11.2583
-21,-8.66025
-19.5,-6.06218
-18,-3.4641
-16.5,-0.866025
-15,1.73205
-13.5,4.33013
-12,6.9282
-10.5,9.52628
-9,12.1244
-7.5,14.7224
-6,17.3205
-4.5,19.9186
-3,22.5167
-1.5,25.1147
-24,-13.8564
-21,-13.8564
-18,-13.8564
-15,-13.8564
-12,-13.8564
-9,-13.8564
-6,-13.8564
-3,-13.8564
0,-13.8564
3,-13.8564
6,-13.8564
9,-13.8564
12,-13.8564
15,-13.8564
18,-13.8564
21,-13.8564
24,-13.8564
22.5,-11.2583
21,-8.66025
19.5,-6.06218
18,-3.4641
16.5,-0.866025
15,1.73205
13.5,4.33013
12,6.9282
10.5,9.52628
9,12.1244
7.5,14.7224
6,17.3205
4.5,19.9186
3,22.5167
1.5,25.1147
0,29.4449
-24,-12.1244
-22.5,-9.52628
-21,-6.9282
-19.5,-4.33013
-18,-1.73205
-16.5,0.866025
-15,3.4641
-13.5,6.06218
-12,8.66025
-10.5,11.2583
-9,13.8564
-7.5,16.4545
-6,19.0526
-4.5,21.6506
-3,24.2487
-1.5,26.8468
-25.5,-14.7224
-22.5,-14.7224
-19.5,-14.7224
-16.5,-14.7224
-13.5,-14.7224
-10.5,-14.7224
-7.5,-14.7224
-4.5,-14.7224
-1.5,-14.7224
1.5,-14.7224
4.5,-14.7224
7.5,-14.7224
10.5,-14.7224
13.5,-14.7224
16.5,-14.7224
19.5,-14.7224
22.5,-14.7224
25.5,-14.7224
24,-12.1244
22.5,-9.52628
21,-6.9282
19.5,-4.33013
18,-1.73205
16.5,0.866025
15,3.4641
13.5,6.06218
12,8.66025
10.5,11.2583
9,13.8564
7.5,16.4545
6,19.0526
4.5,21.6506
3,24.2487
1.5,26.8468
0,31.1769
-25.5,-12.9904
-24,-10.3923
-22.5,-7.79423
-21,-5.19615
-19.5,-2.59808
-18,-2.15388e-08
-16.5,2.59808
-15,5.19615
-13.5,7.79423
-12,10.3923
-10.5,12.9904
-9,15.5885
-7.5,18.1865
-6,20.7846
-4.5,23.3827
-3,25.9808
-1.5,28.5788
-27,-15.5885
-24,-15.5885
-21,-15.5885
-18,-15.5885
-15,-15.5885
-12,-15.5885
-9,-15.5885
-6,-15.5885
-3,-15.5885
0,-15.5885
3,-15.5885
6,-15.5885
9,-15.5885
12,-15.5885
15,-15.5885
18,-15.5885
21,-15.5885
24,-15.5885
27,-15.5885
25.5,-12.9904
24,-10.3923
22.5,-7.79423
21,-5.19615
19.5,-2.59808
18,-2.15388e-08
16.5,2.59808
15,5.19615
13.5,7.79423
12,10.3923
10.5,12.9904
9,15.5885
7.5,18.1865
6,20.7846
4.5,23.3827
3,25.9808
1.5,28.5788
0,32.909
-27,-13.8564
-25.5,-11.2583
-24,-8.66025
-22.5,-6.06218
-21,-3.4641
-19.5,-0.866025
-18,1.73205
-16.5,4.33013
-15,6.9282
-13.5,9.52628
-12,12.1244
-10.5,14.7224
-9,17.3205
-7.5,19.9186
-6,22.5167
-4.5,25.1147
-3,27.7128
-1.5,30.3109
-28.5,-16.4545
-25.5,-16.4545
-22.5,-16.4545
-19.5,-16.4545
-16.5,-16.4545
-13.5,-16.4545
-10.5,-16.4545
-7.5,-16.4545
-4.5,-16.4545
-1.5,-16.4545
1.5,-16.4545
4.5,-16.4545
7.5,-16.4545
10.5,-16.4545
13.5,-16.4545
16.5,-16.4545
19.5,-16.4545
22.5,-16.4545
25.5,-16.4545
28.5,-16.4545
27,-13.8564
25.5,-11.2583
24,-8.66025
22.5,-6.06218
21,-3.4641
19.5,-0.866025
18,1.73205
16.5,4.33013
15,6.9282
13.5,9.52628
12,12.1244
10.5,14.7224
9,17.3205
7.5,19.9186
6,22.5167
4.5,25.1147
3,27.7128
1.5,30.3109
0,34.641
-28.5,-14.7224
-27,-12.1244
-25.5,-9.52628
-24,-6.9282
-22.5,-4.33013
-21,-1.73205
-19.5,0.866025
-18,3.4641
-16.5,6.06218
-15,8.66025
-13.5,11.2583
-12,13.8564
-10.5,16.4545
-9,19.0526
-7.5,21.6506
-6,24.2487
-4.5,26.8468
-3,29.4449
-1.5,32.0429
-30,-17.3205
-27,-17.3205
-24,-17.3205
-21,-17.3205
-18,-17.3205
-15,-17.3205
-12,-17.3205
-9,-17.3205
-6,-17.3205
-3,-17.3205
0,-17.3205
3,-17.3205
6,-17.3205
9,-17.3205
12,-17.3205
15,-17.3205
18,-17.3205
21,-17.3205
24,-17.3205
27,-17.3205
30,-17.3205
28.5,-14.7224
27,-12.1244
25.5,-9.52628
24,-6.9282
22.5,-4.33013
21,-1.73205
19.5,0.866025
18,3.4641
16.5,6.06218
15,8.66025
13.5,11.2583
12,13.8564
10.5,16.4545
9,19.0526
7.5,21.6506
6,24.2487
4.5,26.8468
3,29.4449
1.5,32.0429
0,36.3731
-30,-15.5885
-28.5,-12.9904
-27,-10.3923
-25.5,-7.79423
-24,-5.19615
-22.5,-2.59808
-21,-2.51285e-08
-19.5,2.59808
-18,5.19615
-16.5,7.79423
-15,10.3923
-13.5,12.9904
-12,15.5885
-10.5,18.1865
-9,20.7846
-7.5,23.3827
-6,25.9808
-4.5,28.5788
-3,31.1769
-1.5,33.775
-31.5,-18.1865
-28.5,-18.1865
-25.5,-18.1865
-22.5,-18.1865
-19.5,-18.1865
-16.5,-18.1865
-13.5,-18.1865
-10.5,-18.1865
-7.5,-18.1865
-4.5,-18.1865
-1.5,-18.1865
1.5,-18.1865
4.5,-18.1865
7.5,-18.1865
10.5,-18.1865
13.5,-18.1865
16.5,-18.1865
19.5,-18.1865
22.5,-18.1865
25.5,-18.1865
28.5,-18.1865
31.5,-18.1865
30,-15.5885
28.5,-12.9904
27,-10.3923
25.5,-7.79423
24,-5.19615
22.5,-2.59808
21,-2.51285e-08
19.5,2.59808
18,5.19615
16.5,7.79423
15,10.3923
13.5,12.9904
12,15.5885
10.5,18.1865
9,20.7846
7.5,23.3827
6,25.9808
4.5,28.5788
3,31.1769
1.5,33.775
0,38.1051
-31.5,-16.4545
-30,-13.8564
-28.5,-11.2583
-27,-8.66025
-25.5,-6.06218
-24,-3.4641
-22.5,-0.866025
-21,1.73205
-19.5,4.33013
-18,6.9282
-16.5,9.52628
-15,12.1244
-13.5,14.7224
-12,17.3205
-10.5,19.9186
-9,22.5167
-7.5,25.1147
-6,27.7128
-4.5,30.3109
-3,32.909
-1.5,35.507
-33,-19.0526
-30,-19.0526
-27,-19.0526
-24,-19.0526
-21,-19.0526
-18,-19.0526
-15,-19.0526
-12,-19.0526
-9,-19.0526
-6,-19.0526
-3,-19.0526
0,-19.0526
3,-19.0526
6,-19.0526
9,-19.0526
12,-19.0526
15,-19.0526
18,-19.0526
21,-19.0526
24,-19.0526
27,-19.0526
30,-19.0526
33,-19.0526
31.5,-16.4545
30,-13.8564
28.5,-11.2583
27,-8.66025
25.5,-6.06218
24,-3.4641
22.5,-0.866025
21,1.73205
19.5,4.33013
18,6.9282
16.5,9.52628
15,12.1244
13.5,14.7224
12,17.3205
10.5,19.9186
9,22.5167
7.5,25.1147
6,27.7128
4.5,30.3109
3,32.909
1.5,35.507
0,39.8372
-33,-17.3205
-31.5,-14.7224
-30,-12.1244
-28.5,-9.52628
-27,-6.9282
-25.5,-4.33013
-24,-1.73205
-22.5,0.866025
-21,3.4641
-19.5,6.06218
-18,8.66025
-16.5,11.2583
-15,13.8564
-13.5,16.4545
-12,19.0526
-10.5,21.6506
-9,24.2487
-7.5,26.8468
-6,29.4449
-4.5,32.0429
-3,34.641
-1.5,37.2391
-34.5,-19.9186
-31.5,-19.9186
-28.5,-19.9186
-25.5,-19.9186
-22.5,-19.9186
-19.5,-19.9186
-16.5,-19.9186
-13.5,-19.9186
-10.5,-19.9186
-7.5,-19.9186
-4.5,-19.9186
-1.5,-19.9186
1.5,-19.9186
4.5,-19.9186
7.5,-19.9186
10.5,-19.9186
13.5,-19.9186
16.5,-19.9186
19.5,-19.9186
22.5,-19.9186
25.5,-19.9186
28.5,-19.9186
31.5,-19.9186
34.5,-19.9186
33,-17.3205
31.5,-14.7224
30,-12.1244
28.5,-9.52628
27,-6.9282
25.5,-4.33013
24,-1.73205
22.5,0.866025
21,3.4641
19.5,6.06218
18,8.66025
16.5,11.2583
15,13.8564
13.5,16.4545
12,19.0526
10.5,21.6506
9,24.2487
7.5,26.8468
6,29.4449
4.5,32.0429
3,34.641
1.5,37.2391
0,41.5692
-34.5,-18.1865
-33,-15.5885
-31.5,-12.9904
-30,-10.3923
-28.5,-7.79423
-27,-5.19615
-25.5,-2.59808
-24,-2.87183e-08
-22.5,2.59808
-21,5.19615
-19.5,7.79423
-18,10.3923
-16.5,12.9904
-15,15.5885
-13.5,18.1865
-12,20.7846
-10.5,23.3827
-9,25.9808
-7.5,28.5788
-6,31.1769
-4.5,33.775
-3,36.3731
-1.5,38.9711
-36,-20.7846
-33,-20.7846
-30,-20.7846
-27,-20.7846
-24,-20.7846
-21,-20.7846
-18,-20.7846
-15,-20.7846
-12,-20.7846
-9,-20.7846
-6,-20.7846
-3,-20.7846
0,-20.7846
3,-20.7846
6,-20.7846
9,-20.7846
12,-20.7846
15,-20.7846
18,-20.7846
21,-20.7846
24,-20.7846
27,-20.7846
30,-20.7846
33,-20.7846
36,-20.7846
34.5,-18.1865
33,-15.5885
31.5,-12.9904
30,-10.3923
28.5,-7.79423
27,-5.19615
25.5,-2.59808
24,-2.87183e-08
22.5,2.59808
21,5.19615
19.5,7.79423
18,10.3923
16.5,12.9904
15,15.5885
13.5,18.1865
12,20.7846
10.5,23.3827
9,25.9808
7.5,28.5788
6,31.1769
4.5,33.775
3,36.3731
1.5,38.9711
0,43.3013
-36,-19.0526
-34.5,-16.4545
-33,-13.8564
-31.5,-11.2583
-30,-8.66025
-28.5,-6.06218
-27,-3.4641
-25.5,-0.866025
-24,1.73205
-22.5,4.33013
-21,6.9282
-19.5,9.52628
-18,12.1244
-16.5,14.7224
-15,17.3205
-13.5,19.9186
-12,22.5167
-10.5,25.1147
-9,27.7128
-7.5,30.3109
-6,32.909
-4.5,35.507
-3,38.1051
-1.5,40.7032
-37.5,-21.6506
-34.5,-21.6506
-31.5,-21.6506
-28.5,-21.6506
-25.5,-21.6506
-22.5,-21.6506
-19.5,-21.6506
-16.5,-21.6506
-13.5,-21.6506
-10.5,-21.6506
-7.5,-21.6506
-4.5,-21.6506
-1.5,-21.6506
1.5,-21.6506
4.5,-21.6506
7.5,-21.6506
10.5,-21.6506
13.5,-21.6506
16.5,-21.6506
19.5,-21.6506
22.5,-21.6506
25.5,-21.6506
28.5,-21.6506
31.5,-21.6506
34.5,-21.6506
37.5,-21.6506
36,-19.0526
34.5,-16.4545
33,-13.8564
31.5,-11.2583
30,-8.66025
28.5,-6.06218
27,-3.4641
25.5,-0.866025
24,1.73205
22.5,4.33013
21,6.9282
19.5,9.52628
18,12.1244
16.5,14.7224
15,17.3205
13.5,19.9186
12,22.5167
10.5,25.1147
9,27.7128
7.5,30.3109
6,32.909
4.5,35.507
3,38.1051
1.5,40.7032
0,45.0333
-37.5,-19.9186
-36,-17.3205
-34.5,-14.7224
-33,-12.1244
-31.5,-9.52628
-30,-6.9282
-28.5,-4.33013
-27,-1.73205
-25.5,0.866025
-24,3.4641
-22.5,6.06218
-21,8.66025
-19.5,11.2583
-18,13.8564
-16.5,16.4545
-15,19.0526
-13.5,21.6506
-12,24.2487
-10.5,26.8468
-9,29.4449
-7.5,32.0429
-6,34.641
-4.5,37.2391
-3,39.8372
-1.5,42.4352
-39,-22.5167
-36,-22.5167
-33,-22.5167
-30,-22.5167
-27,-22.5167
-24,-22.5167
-21,-22.5167
-18,-22.5167
-15,-22.5167
-12,-22.5167
-9,-22.5167
-6,-22.5167
-3,-22.5167
0,-22.5167
3,-22.5167
6,-22.5167
9,-22.5167
12,-22.5167
15,-22.5167
18,-22.5167
21,-22.5167
24,-22.5167
27,-22.5167
30,-22.5167
33,-22.5167
36,-22.5167
39,-22.5167
37.5,-19.9186
36,-17.3205
34.5,-14.7224
33,-12.1244
31.5,-9.52628
30,-6.9282
28.5,-4.33013
27,-1.73205
25.5,0.866025
24,3.4641
22.5,6.06218
21,8.66025
19.5,11.2583
18,13.8564
16.5,16.4545
15,19.0526
13.5,21.6506
12,24.2487
10.5,26.8468
9,29.4449
7.5,32.0429
6,34.641
4.5,37.2391
3,39.8372
1.5,42.4352
0,46.7654
-39,-20.7846
-37.5,-18.1865
-36,-15.5885
-34.5,-12.9904
-33,-10.3923
-31.5,-7.79423
-30,-5.19615
-28.5,-2.59808
-27,-3.23081e-08
-25.5,2.59808
-24,5.19615
-22.5,7.79423
-21,10.3923
-19.5,12.9904
-18,15.5885
-16.5,18.1865
-15,20.7846
-13.5,23.3827
-12,25.9808
-10.5,28.5788
-9,31.1769
-7.5,33.775
-6,36.3731
-4.5,38.9711
-3,41.5692
-1.5,44.1673
-40.5,-23.3827
-37.5,-23.3827
-34.5,-23.3827
-31.5,-23.3827
-28.5,-23.3827
-25.5,-23.3827
-22.5,-23.3827
-19.5,-23.3827
-16.5,-23.3827
-13.5,-23.3827
-10.5,-23.3827
-7.5,-23.3827
-4.5,-23.3827
-1.5,-23.3827
1.5,-23.3827
4.5,-23.3827
7.5,-23.3827
10.5,-23.3827
13.5,-23.3827
16.5,-23.3827
19.5,-23.3827
22.5,-23.3827
25.5,-23.3827
28.5,-23.3827
31.5,-23.3827
34.5,-23.3827
37.5,-23.3827
40.5,-23.3827
39,-20.7846
37.5,-18.1865
36,-15.5885
34.5,-12.9904
33,-10.3923
31.5,-7.79423
30,-5.19615
28.5,-2.59808
27,-3.23081e-08
25.5,2.59808
24,5.19615
22.5,7.79423
21,10.3923
19.5,12.9904
18,15.5885
16.5,18.1865
15,20.7846
13.5,23.3827
12,25.9808
10.5,28.5788
9,31.1769
7.5,33.775
6,36.3731
4.5,38.9711
3,41.5692
1.5,44.1673
0,48.4974
-40.5,-21.6506
-39,-19.0526
-37.5,-16.4545
-36,-13.8564
-34.5,-11.2583
-33,-8.66025
-31.5,-6.06218
-30,-3.4641
-28.5,-0.866025
-27,1.73205
-25.5,4.33013
-24,6.9282
-22.5,9.52628
-21,12.1244
-19.5,14.7224
-18,17.3205
-16.5,19.9186
-15,22.5167
-13.5,25.1147
-12,27.7128
-10.5,30.3109
-9,32.909
-7.5,35.507
-6,38.1051
-4.5,40.7032
-3,43.3013
-1.5,45.8993
-42,-24.2487
-39,-24.2487
-36,-24.2487
-33,-24.2487
-30,-24.2487
-27,-24.2487
-24,-24.2487
-21,-24.2487
-18,-24.2487
-15,-24.2487
-12,-24.2487
-9,-24.2487
-6,-24.2487
-3,-24.2487
0,-24.2487
3,-24.2487
6,-24.2487
9,-24.2487
12,-24.2487
15,-24.2487
18,-24.2487
21,-24.2487
24,-24.2487
27,-24.2487
30,-24.2487
33,-24.2487
36,-24.2487
39,-24.2487
42,-24.2487
40.5,-21.6506
39,-19.0526
37.5,-16.4545
36,-13.8564
34.5,-11.2583
33,-8.66025
31.5,-6.06218
30,-3.4641
28.5,-0.866025
27,1.73205
25.5,4.33013
24,6.9282
22.5,9.52628
21,12.1244
19.5,14.7224
18,17.3205
16.5,19.9186
15,22.5167
13.5,25.1147
12,27.7128
10.5,30.3109
9,32.909
7.5,35.507
6,38.1051
4.5,40.7032
3,43.3013
1.5,45.8993
0,50.2295
-42,-22.5167
-40.5,-19.9186
-39,-17.3205
-37.5,-14.7224
-36,-12.1244
-34.5,-9.52628
-33,-6.9282
-31.5,-4.33013
-30,-1.73205
-28.5,0.866025
-27,3.4641
-25.5,6.06218
-24,8.66025
-22.5,11.2583
-21,13.8564
-19.5,16.4545
-18,19.0526
-16.5,21.6506
-15,24.2487
-13.5,26.8468
-12,29.4449
-10.5,32.0429
-9,34.641
-7.5,37.2391
-6,39.8372
-4.5,42.4352
-3,45.0333
-1.5,47.6314
-43.5,-25.1147
-40.5,-25.1147
-37.5,-25.1147
-34.5,-25.1147
-31.5,-25.1147
-28.5,-25.1147
-25.5,-25.1147
-22.5,-25.1147
-19.5,-25.1147
-16.5,-25.1147
-13.5,-25.1147
-10.5,-25.1147
-7.5,-25.1147
-4.5,-25.1147
-1.5,-25.1147
1.5,-25.1147
4.5,-25.1147
7.5,-25.1147
10.5,-25.1147
13.5,-25.1147
16.5,-25.1147
19.5,-25.1147
22.5,-25.1147
25.5,-25.1147
28.5,-25.1147
31.5,-25.1147
34.5,-25.1147
37.5,-25.1147
40.5,-25.1147
43.5,-25.1147
42,-22.5167
40.5,-19.9186
39,-17.3205
37.5,-14.7224
36,-12.1244
34.5,-9.52628
33,-6.9282
31.5,-4.33013
30,-1.73205
28.5,0.866025
27,3.4641
25.5,6.06218
24,8.66025
22.5,11.2583
21,13.8564
19.5,16.4545
18,19.0526
16.5,21.6506
15,24.2487
13.5,26.8468
12,29.4449
10.5,32.0429
9,34.641
7.5,37.2391
6,39.8372
4.5,42.4352
3,45.0333
1.5,47.6314
0,51.9615
-43.5,-23.3827
-42,-20.7846
-40.5,-18.1865
-39,-15.5885
-37.5,-12.9904
-36,-10.3923
-34.5,-7.79423
-33,-5.19615
-31.5,-2.59808
-30,-3.58979e-08
-28.5,2.59808
-27,5.19615
-25.5,7.79423
-24,10.3923
-22.5,12.9904
-21,15.5885
-19.5,18.1865
-18,20.7846
-16.5,23.3827
-15,25.9808
-13.5,28.5788
-12,31.1769
-10.5,33.775
-9,36.3731
-7.5,38.9711
-6,41.5692
-4.5,44.1673
-3,46.7654
-1.5,49.3634
-45,-25.9808
-42,-25.9808
-39,-25.9808
-36,-25.9808
-33,-25.9808
-30,-25.9808
-27,-25.9808
-24,-25.9808
-21,-25.9808
-18,-25.9808
-15,-25.9808
-12,-25.9808
-9,-25.9808
-6,-25.9808
-3,-25.9808
0,-25.9808
3,-25.9808
6,-25.9808
9,-25.9808
12,-25.9808
15,-25.9808
18,-25.9808
21,-25.9808
24,-25.9808
27,-25.9808
30,-25.9808
33,-25.9808
36,-25.9808
39,-25.9808
42,-25.9808
45,-25.9808
43.5,-23.3827
42,-20.7846
40.5,-18.1865
39,-15.5885
37.5,-12.9904
36,-10.3923
34.5,-7.79423
33,-5.19615
31.5,-2.59808
30,-3.58979e-08
28.5,2.59808
27,5.19615
25.5,7.79423
24,10.3923
22.5,12.9904
21,15.5885
19.5,18.1865
18,20.7846
16.5,23.3827
15,25.9808
13.5,28.5788
12,31.1769
10.5,33.775
9,36.3731
7.5,38.9711
6,41.5692
4.5,44.1673
3,46.7654
1.5,49.3634
0,53.6936
-45,-24.2487
-43.5,-21.6506
-42,-19.0526
-40.5,-16.4545
-39,-13.8564
-37.5,-11.2583
-36,-8.66025
-34.5,-6.06218
-33,-3.4641
-31.5,-0.866025
-30,1.73205
-28.5,4.33013
-27,6.9282
-25.5,9.52628
-24,12.1244
-22.5,14.7224
-21,17.3205
-19.5,19.9186
-18,22.5167
-16.5,25.1147
-15,27.7128
-13.5,30.3109
-12,32.909
-10.5,35.507
-9,38.1051
-7.5,40.7032
-6,43.3013
-4.5,45.8993
-3,48.4974
-1.5,51.0955
-46.5,-26.8468
-43.5,-26.8468
-40.5,-26.8468
-37.5,-26.8468
-34.5,-26.8468
-31.5,-26.8468
-28.5,-26.8468
-25.5,-26.8468
-22.5,-26.8468
-19.5,-26.8468
-16.5,-26.8468
-13.5,-26.8468
-10.5,-26.8468
-7.5,-26.8468
-4.5,-26.8468
-1.5,-26.8468
1.5,-26.8468
4.5,-26.8468
7.5,-26.8468
10.5,-26.8468
13.5,-26.8468
16.5,-26.8468
19.5,-26.8468
22.5,-26.8468
25.5,-26.8468
28.5,-26.8468
31.5,-26.8468
34.5,-26.8468
37.5,-26.8468
40.5,-26.8468
43.5,-26.8468
46.5,-26.8468
45,-24.2487
43.5,-21.6506
42,-19.0526
40.5,-16.4545
39,-13.8564
37.5,-11.2583
36,-8.66025
34.5,-6.06218
33,-3.4641
31.5,-0.866025
30,1.73205
28.5,4.33013
27,6.9282
25.5,9.52628
24,12.1244
22.5,14.7224
21,17.3205
19.5,19.9186
18,22.5167
16.5,25.1147
15,27.7128
13.5,30.3109
12,32.909
10.5,35.507
9,38.1051
7.5,40.7032
6,43.3013
4.5,45.8993
3,48.4974
1.5,51.0955
0,55.4256
-46.5,-25.1147
-45,-22.5167
-43.5,-19.9186
-42,-17.3205
-40.5,-14.7224
-39,-12.1244
-37.5,-9.52628
-36,-6.9282
-34.5,-4.33013
-33,-1.73205
-31.5,0.866025
-30,3.4641
-28.5,6.06218
-27,8.66025
-25.5,11.2583
-24,13.8564
-22.5,16.4545
-21,19.0526
-19.5,21.6506
-18,24.2487
-16.5,26.8468
-15,29.4449
-13.5,32.0429
-12,34.641
-10.5,37.2391
-9,39.8372
-7.5,42.4352
-6,45.0333
-4.5,47.6314
-3,50.2295
-1.5,52.8275
-48,-27.7128
-45,-27.7128
-42,-27.7128
-39,-27.7128
-36,-27.7128
-33,-27.7128
-30,-27.7128
-27,-27.7128
-24,-27.7128
-21,-27.7128
-18,-27.7128
-15,-27.7128
-12,-27.7128
-9,-27.7128
-6,-27.7128
-3,-27.7128
0,-27.7128
3,-27.7128
6,-27.7128
9,-27.7128
12,-27.7128
15,-27.7128
