0,0
0,1.73205
-1.5,-0.866025
1.5,-0.866025
0,3.4641
-4.5,0.866025
-3,-1.73205
0,-1.73205
3,-1.73205
-1.5,0.866025
0,5.19615
-5.625,-0.866025
-6.75,0.866025
-4.5,-2.59808
-1.5,-2.59808
1.5,-2.59808
4.5,-2.59808
-3.375,-0.866025
-2.25,0.866025
0,6.9282
-7,-2.02073
-8,-0.57735
-9,0.866025
-6,-3.4641
-3,-3.4641
0,-3.4641
3,-3.4641
6,-3.4641
-5,-2.02073
-4,-0.57735
-3,0.866025
0,8.66025
-8.4375,-3.03109
-9.375,-1.73205
-10.3125,-0.433013
-11.25,0.866025
-7.5,-4.33013
-4.5,-4.33013
-1.5,-4.33013
1.5,-4.33013
4.5,-4.33013
7.5,-4.33013
-6.5625,-3.03109
-5.625,-1.73205
-4.6875,-0.433013
-3.75,0.866025
